Year,Number,Data evento,Evento,Sub. procedimento
1995,233,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 212/1995. Bonificata data evento al 27/04/1996,
1995,234,Gio 18/05/1995,,
1995,234,Mer 12/07/1995,,
1995,234,Mar 31/03/1998,Accoglimento Decreto  Ingiuntivo 213/1995. Bonificata data evento al 31/03/1998,
1995,235,Gio 18/05/1995,,
1995,235,Mar 23/05/1995,Accoglimento Decreto  Ingiuntivo 214/1995. Bonificata  data  evento al 23/05/1995,
1995,235,Mer 12/07/1995,,
1995,235,Sab 07/10/1995,Accoglimento  Decreto Ingiuntivo 214/1995,
1995,235,Lun 09/10/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA DELLE ENTRATE REP. NUM. 479/2095,
1995,235,Mer 22/11/1995,ATTO  REP. NUM.  479/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,236,Gio 18/05/1995,,
1995,236,Mer 12/07/1995,,
1995,236,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo 436/1995. Bonificata  data evento al  27/04/1996,
1995,237,Gio 18/05/1995,,
1995,237,Gio 13/07/1995,,
1995,237,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 215/1995. Bonificata data evento  al 27/04/1996,
1995,238,Gio 18/05/1995,,
1995,238,Gio 13/07/1995,,
1995,238,Sab 27/04/1996,Accoglimento  Decreto Ingiuntivo 216/1995. Bonificata data  evento al 27/04/1996,
1995,239,Gio 18/05/1995,,
1995,239,Gio 13/07/1995,,
1995,239,Mer 17/04/1996,Bonifica: Storico per Sentenze-Import (INDE),
1995,239,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 217/1995. Bonificata data  evento al 27/04/1996,
1995,239,Gio 02/05/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,239,Gio 02/05/1996,Bonifica: Storico per Sentenze-Import (DEPM),
1995,240,Gio 18/05/1995,,
1995,240,Ven 14/07/1995,,
1995,240,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo 218/1995. Bonificata data evento al 27/04/1996,
1995,241,Gio 18/05/1995,,
1995,241,Ven 14/07/1995,,
1995,241,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo  219/1995.  Bonificata  data evento al 27/04/1996,
1995,241,Mer 08/05/1996,Bonifica: Storico  per Sentenze-Import (INDE),
1995,241,Lun 27/05/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,241,Lun 27/05/1996,Bonifica:  Storico per Sentenze-Import (DEPM),
1995,242,Gio 18/05/1995,,
1995,242,Ven 14/07/1995,,
1995,242,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 220/1995. Bonificata  data  evento al 27/04/1996,
1995,243,Gio 18/05/1995,,
1995,243,Ven 14/07/1995,,
1995,243,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo 221/1995. Bonificata data  evento al 27/04/1996,
1995,244,Gio 18/05/1995,,
1995,244,Ven 14/07/1995,,
1995,244,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 222/1995.  Bonificata data evento al 27/04/1996,
1995,245,Gio 18/05/1995,,
1995,245,Ven 14/07/1995,,
1995,245,Mar 26/11/1996,Accoglimento Decreto  Ingiuntivo  223/1995. Bonificata  data evento al 26/11/1996,
1995,246,Gio 18/05/1995,,
1995,246,Ven 14/07/1995,,
1995,246,Sab 27/04/1996,Accoglimento  Decreto Ingiuntivo 224/1995.  Bonificata  data evento  al 27/04/1996,
1995,247,Gio 18/05/1995,,
1995,247,Mer 24/05/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA  DELLE ENTRATE REP. NUM. 5/2095,
1995,247,Mar 06/06/1995,ATTO REP. NUM. 5/2095 RITORNATO DALL'AGENZIA DELLE  ENTRATE,
1995,247,Ven 14/07/1995,,
1995,247,Gio 21/12/1995,Bonifica: Storico  per Sentenze-Import (INDE),
1995,247,Gio 04/01/1996,Storico  per Sentenze-Import,Sentenza (migrata)
1995,247,Gio 04/01/1996,Bonifica: Storico  per  Sentenze-Import (DEPM),
1995,247,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo 225/1995.  Bonificata data evento al 27/04/1996,
1995,248,Ven 19/05/1995,,
1995,248,Ven 14/07/1995,,
1995,248,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo  423/1995.  Bonificata data  evento al 27/04/1996,
1995,249,Ven 19/05/1995,,
1995,249,Ven 14/07/1995,,
1995,249,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo  515/1995. Bonificata data  evento al 27/04/1996,
1995,250,Ven 19/05/1995,,
1995,250,Ven 14/07/1995,,
1995,250,Mer 08/11/1995,Bonifica: Storico per Sentenze-Import (INDE),
1995,250,Sab 18/11/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,250,Sab 18/11/1995,Bonifica:  Storico per Sentenze-Import (DEPM),
1995,250,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 424/1995.  Bonificata data evento al 27/04/1996,
1995,251,Ven 19/05/1995,,
1995,251,Ven 14/07/1995,,
1995,251,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  425/1995. Bonificata data evento  al 29/04/1996,
1995,252,Ven 19/05/1995,,
1995,252,Sab 15/07/1995,,
1995,253,Ven 19/05/1995,,
1995,253,Sab 15/07/1995,,
1995,253,Ven 10/05/1996,Accoglimento Decreto  Ingiuntivo 426/1995. Bonificata  data evento  al 10/05/1996,
1995,254,Ven 19/05/1995,,
1995,254,Lun 17/07/1995,,
1995,254,Mer 18/10/1995,Storico per Conciliazione-Import,
1995,254,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 427/1995. Bonificata  data evento al 29/04/1996,
1995,255,Ven 19/05/1995,,
1995,255,Lun 17/07/1995,,
1995,255,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 428/1995.  Bonificata data  evento al 29/04/1996,
1995,256,Ven 19/05/1995,,
1995,256,Mar 18/07/1995,,
1995,256,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  429/1995.  Bonificata data evento al 29/04/1996,
1995,256,Mer 02/10/1996,Bonifica:  Storico  per Sentenze-Import (INDE),
1995,256,Mar 08/10/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,256,Mar 08/10/1996,Bonifica:  Storico per Sentenze-Import (DEPM),
1995,257,Ven 19/05/1995,,
1995,257,Mar 18/07/1995,,
1995,257,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo  516/1995. Bonificata data  evento al  29/04/1996,
1995,258,Ven 19/05/1995,,
1995,258,Mar 18/07/1995,,
1995,258,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 430/1995. Bonificata data evento al  29/04/1996,
1995,259,Ven 19/05/1995,,
1995,259,Mar 18/07/1995,,
1995,259,Gio 21/12/1995,Bonifica:  Storico per Sentenze-Import  (INDE),
1995,259,Mar 02/01/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,259,Mar 02/01/1996,Bonifica: Storico per  Sentenze-Import (DEPM),
1995,259,Lun 19/08/1996,Accoglimento Decreto Ingiuntivo 9047/1995. Bonificata data evento al 19/08/1996,
1995,260,Ven 19/05/1995,,
1995,260,Mar 18/07/1995,,
1995,260,Ven 10/05/1996,Accoglimento  Decreto Ingiuntivo 431/1995. Bonificata data evento al 10/05/1996,
1995,261,Ven 19/05/1995,,
1995,261,Mar 18/07/1995,,
1995,261,Gio 02/05/1996,Accoglimento Decreto Ingiuntivo 281/1995.  Bonificata data  evento  al 02/05/1996,
1995,262,Ven 19/05/1995,,
1995,262,Mar 18/07/1995,,
1995,262,Mar 31/03/1998,Accoglimento Decreto  Ingiuntivo 282/1995. Bonificata  data evento al  31/03/1998,
1995,263,Ven 19/05/1995,,
1995,263,Mar 18/07/1995,,
1995,263,Mer 20/12/1995,Bonifica: Storico per Sentenze-Import (INDE),
1995,263,Mer 10/01/1996,Bonifica: Storico per Sentenze-Import (DEPM),
1995,263,Lun 15/01/1996,Storico per  Sentenze-Import,Sentenza (migrata)
1995,263,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 283/1995. Bonificata  data evento al 29/04/1996,
1995,264,Ven 19/05/1995,,
1995,264,Mar 18/07/1995,,
1995,264,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  284/1995. Bonificata data evento  al  29/04/1996,
1995,265,Ven 19/05/1995,,
1995,265,Mer 19/07/1995,,
1995,265,Ven 29/09/1995,Bonifica: Storico per Sentenze-Import  (INDE),
1995,265,Ven 13/10/1995,Bonifica: Storico  per Sentenze-Import (DEPM),
1995,265,Sab 14/10/1995,Storico  per Sentenze-Import,Sentenza (migrata)
1995,265,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo  354/1995. Bonificata data evento al 29/04/1996,
1995,266,Ven 19/05/1995,,
1995,266,Mer 19/07/1995,,
1995,266,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 285/1995.  Bonificata data evento al 29/04/1996,
1995,267,Ven 19/05/1995,,
1995,267,Mer 19/07/1995,,
1995,267,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 286/1995.  Bonificata  data evento al  29/04/1996,
1995,268,Ven 19/05/1995,,
1995,268,Mer 19/07/1995,,
1995,268,Mer 13/12/1995,Bonifica: Storico  per Sentenze-Import (INDE),
1995,268,Mer 20/12/1995,Storico  per Sentenze-Import,Sentenza (migrata)
1995,268,Mer 20/12/1995,Bonifica: Storico  per  Sentenze-Import (DEPM),
1995,268,Gio 02/05/1996,Accoglimento Decreto Ingiuntivo 287/1995. Bonificata data  evento al 02/05/1996,
1995,269,Ven 19/05/1995,,
1995,269,Mer 19/07/1995,,
1995,269,Mer 26/07/1995,Bonifica: Storico  per Sentenze-Import (INDE),
1995,269,Gio 27/07/1995,Storico  per  Sentenze-Import,Sentenza (migrata)
1995,269,Gio 27/07/1995,Bonifica: Storico per Sentenze-Import  (DEPM),
1995,269,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo  288/1995. Bonificata data evento al 29/04/1996,
1995,270,Ven 19/05/1995,,
1995,270,Mer 19/07/1995,,
1995,270,Sab 25/11/1995,Storico per  Sentenze-Import,Sentenza (migrata)
1995,270,Ven 12/04/1996,Bonifica: Storico  per Sentenze-Import (INDE),
1995,270,Mar 23/04/1996,Bonifica: Storico per Sentenze-Import (DEPM),
1995,270,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 289/1995. Bonificata data evento al 29/04/1996,
1995,271,Ven 19/05/1995,,
1995,271,Mer 19/07/1995,,
1995,271,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 290/1995. Bonificata data evento  al  29/04/1996,
1995,272,Ven 19/05/1995,,
1995,272,Mer 19/07/1995,,
1995,272,Mer 31/01/1996,Altro  motivo,
1995,272,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 291/1995. Bonificata data  evento al 29/04/1996,
1995,272,Gio 22/11/2001,Da Matassi a Di Castri,
1995,272,Mer 28/11/2001,Fissata Udienza al 20/12/01  - ore 10.00,
1995,272,Gio 20/12/2001,Al 24/01/02 per Precisazione  conclusioni,
1995,272,Gio 24/01/2002,Fascicolo trattenuto in decisione,
1995,272,Gio 24/01/2002,Bonifica:  Storico per  Sentenze-Import (INDE),
1995,272,Gio 31/01/2002,Storico per Sentenze-Import,Sentenza (migrata)
1995,272,Gio 31/01/2002,Numero  repertorio 504/02,
1995,272,Gio 31/01/2002,,
1995,272,Gio 31/01/2002,Atto n.677/02 - Importo  £.2.000.001,
1995,272,Gio 31/01/2002,Bonifica:  Storico per Sentenze-Import (DEPM),
1995,272,Ven 01/02/2002,Per Tosi Diego da Cordella Moni a  In Proprio,
1995,272,Mer 06/02/2002,ATTO Sentenza INVIATO ALL'AGENZIA  DELLE  ENTRATE REP. NUM. 504/2002,Sentenza (migrata)
1995,272,Mer 06/02/2002,,
1995,272,Lun 14/04/2003,"161,00 N.Reg.6372",
1995,272,Ven 18/04/2003,ATTO  REP.  NUM. 504/2002 RITORNATO DALL'AGENZIA DELLE ENTRATE,Sentenza (migrata)
1995,272,Ven 18/04/2003,,
1995,273,Ven 19/05/1995,,
1995,273,Gio 20/07/1995,,
1995,273,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 292/1995. Bonificata data evento  al 29/04/1996,
1995,274,Ven 19/05/1995,,
1995,274,Gio 20/07/1995,,
1995,274,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 241/1995. Bonificata data evento  al 29/04/1996,
1995,275,Ven 19/05/1995,,
1995,275,Gio 20/07/1995,,
1995,275,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  242/1995. Bonificata data  evento al 29/04/1996,
1995,276,Ven 19/05/1995,,
1995,276,Gio 20/07/1995,,
1995,276,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo  243/1995.  Bonificata data  evento al 29/04/1996,
1995,277,Ven 19/05/1995,,
1995,277,Ven 21/07/1995,,
1995,277,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 244/1995. Bonificata  data evento al 29/04/1996,
1995,278,Ven 19/05/1995,,
1995,278,Ven 21/07/1995,,
1995,278,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 245/1995.  Bonificata data evento al 29/04/1996,
1995,279,Ven 19/05/1995,,
1995,279,Ven 21/07/1995,,
1995,279,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 246/1995. Bonificata data  evento  al 29/04/1996,
1995,280,Ven 19/05/1995,,
1995,280,Ven 21/07/1995,,
1995,280,Mer 14/02/1996,Bonifica:  Storico per  Sentenze-Import (INDE),
1995,280,Lun 18/03/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,280,Lun 18/03/1996,Bonifica: Storico per Sentenze-Import (DEPM),
1995,280,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 247/1995. Bonificata  data evento al  29/04/1996,
1995,281,Ven 19/05/1995,,
1995,281,Ven 21/07/1995,,
1995,281,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 248/1995. Bonificata data evento al 29/04/1996,
1995,282,Ven 19/05/1995,,
1995,282,Ven 21/07/1995,,
1995,282,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 249/1995. Bonificata data evento al 29/04/1996,
1995,283,Ven 19/05/1995,,
1995,283,Ven 21/07/1995,,
1995,283,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 250/1995. Bonificata data  evento al 29/04/1996,
1995,284,Ven 19/05/1995,,
1995,284,Sab 22/07/1995,,
1995,284,Lun 04/03/1996,Storico  per Conciliazione-Import,
1995,284,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo  251/1995. Bonificata data evento al 29/04/1996,
1995,285,Ven 19/05/1995,,
1995,285,Sab 22/07/1995,,
1995,285,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 252/1995. Bonificata data evento al 29/04/1996,
1995,286,Ven 19/05/1995,,
1995,286,Sab 22/07/1995,,
1995,286,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 253/1995.  Bonificata data  evento al  29/04/1996,
1995,287,Ven 19/05/1995,,
1995,287,Sab 22/07/1995,,
1995,287,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 254/1995. Bonificata data evento al 29/04/1996,
1995,288,Ven 19/05/1995,,
1995,288,Sab 22/07/1995,,
1995,288,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 255/1995. Bonificata data evento al 29/04/1996,
1995,289,Ven 19/05/1995,,
1995,289,Lun 24/07/1995,,
1995,289,Gio 02/05/1996,Accoglimento Decreto Ingiuntivo 256/1995. Bonificata data evento  al  02/05/1996,
1995,290,Ven 19/05/1995,,
1995,290,Lun 24/07/1995,,
1995,290,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  257/1995.  Bonificata  data evento  al 29/04/1996,
1995,291,Ven 19/05/1995,,
1995,291,Lun 24/07/1995,,
1995,291,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 258/1995. Bonificata data  evento  al 29/04/1996,
1995,292,Ven 19/05/1995,,
1995,292,Lun 24/07/1995,,
1995,292,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 259/1995. Bonificata data evento al 29/04/1996,
1995,293,Ven 19/05/1995,,
1995,293,Lun 24/07/1995,,
1995,293,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo  260/1995.  Bonificata data evento  al 29/04/1996,
1995,294,Ven 19/05/1995,,
1995,294,Mar 25/07/1995,,
1995,294,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 261/1995.  Bonificata data  evento  al 29/04/1996,
1995,295,Ven 19/05/1995,,
1995,295,Mar 25/07/1995,,
1995,295,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 262/1995.  Bonificata data evento  al 29/04/1996,
1995,296,Ven 19/05/1995,,
1995,296,Mar 25/07/1995,,
1995,296,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 263/1995. Bonificata  data evento al 29/04/1996,
1995,297,Ven 19/05/1995,,
1995,297,Mer 26/07/1995,,
1995,297,Gio 02/05/1996,Accoglimento  Decreto Ingiuntivo 264/1995. Bonificata data evento al 02/05/1996,
1995,298,Ven 19/05/1995,,
1995,298,Mer 26/07/1995,,
1995,298,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 265/1995. Bonificata data evento al  29/04/1996,
1995,299,Ven 19/05/1995,,
1995,299,Mer 26/07/1995,,
1995,299,Gio 02/05/1996,Accoglimento Decreto Ingiuntivo 266/1995. Bonificata  data evento al 02/05/1996,
1995,300,Sab 20/05/1995,,
1995,300,Mer 26/07/1995,,
1995,300,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 229/1995. Bonificata data evento  al 29/04/1996,
1995,301,Sab 20/05/1995,,
1995,301,Mer 26/07/1995,,
1995,301,Mer 14/02/1996,Bonifica: Storico per  Sentenze-Import (INDE),
1995,301,Mar 05/03/1996,Storico per  Sentenze-Import,Sentenza (migrata)
1995,301,Mar 05/03/1996,Bonifica: Storico per  Sentenze-Import (DEPM),
1995,301,Ven 10/05/1996,Accoglimento Decreto Ingiuntivo 437/1995.  Bonificata  data  evento  al 10/05/1996,
1995,302,Sab 20/05/1995,,
1995,302,Mer 26/07/1995,,
1995,302,Gio 09/11/1995,Bonifica:  Storico per Sentenze-Import  (INDE),
1995,302,Mer 29/11/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,302,Mer 29/11/1995,Bonifica: Storico per  Sentenze-Import (DEPM),
1995,302,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 230/1995.  Bonificata  data evento al 27/04/1996,
1995,303,Sab 20/05/1995,,
1995,303,Mer 26/07/1995,,
1995,303,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 231/1995. Bonificata data evento  al  29/04/1996,
1995,304,Sab 20/05/1995,,
1995,304,Mer 26/07/1995,,
1995,304,Ven 10/05/1996,Accoglimento  Decreto Ingiuntivo  438/1995. Bonificata data  evento al 10/05/1996,
1995,305,Sab 20/05/1995,,
1995,305,Mer 26/07/1995,,
1995,305,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 293/1995. Bonificata data evento al 29/04/1996,
1995,306,Sab 20/05/1995,,
1995,306,Mer 26/07/1995,,
1995,306,Mar 31/03/1998,Accoglimento  Decreto Ingiuntivo  232/1995. Bonificata data evento  al  31/03/1998,
1995,307,Lun 22/05/1995,,
1995,307,Gio 27/07/1995,,
1995,307,Ven 19/04/1996,Bonifica:  Storico per Sentenze-Import  (INDE),
1995,307,Mer 12/06/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,307,Mer 12/06/1996,Bonifica: Storico per Sentenze-Import (DEPM),
1995,307,Mar 31/03/1998,Accoglimento  Decreto Ingiuntivo 233/1995. Bonificata data evento  al 31/03/1998,
1995,308,Lun 22/05/1995,,
1995,308,Gio 27/07/1995,,
1995,308,Gio 25/01/1996,Bonifica: Storico  per Sentenze-Import (INDE),
1995,308,Gio 01/02/1996,Bonifica: Storico per  Sentenze-Import (DEPM),
1995,308,Ven 02/02/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,308,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 234/1995. Bonificata data evento al 29/04/1996,
1995,309,Lun 22/05/1995,,
1995,309,Gio 27/07/1995,,
1995,309,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 235/1995.  Bonificata data evento  al 29/04/1996,
1995,310,Lun 22/05/1995,,
1995,310,Gio 27/07/1995,,
1995,310,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  236/1995. Bonificata data evento al 29/04/1996,
1995,311,Lun 22/05/1995,,
1995,311,Gio 27/07/1995,,
1995,311,Ven 20/10/1995,Bonifica: Storico per Sentenze-Import (INDE),
1995,311,Sab 28/10/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,311,Sab 28/10/1995,Bonifica: Storico per Sentenze-Import (DEPM),
1995,311,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 237/1995. Bonificata data evento al 29/04/1996,
1995,312,Lun 22/05/1995,,
1995,312,Gio 27/07/1995,,
1995,312,Sab 27/04/1996,Accoglimento  Decreto  Ingiuntivo  238/1995.  Bonificata  data evento al  27/04/1996,
1995,313,Lun 22/05/1995,,
1995,313,Gio 27/07/1995,,
1995,313,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 239/1995. Bonificata data  evento al 29/04/1996,
1995,314,Lun 22/05/1995,,
1995,314,Gio 27/07/1995,,
1995,314,Gio 12/10/1995,Bonifica:  Storico per Sentenze-Import (INDE),
1995,314,Sab 28/10/1995,Bonifica: Storico per Sentenze-Import (DEPM),
1995,314,Lun 30/10/1995,Storico per  Sentenze-Import,Sentenza (migrata)
1995,314,Mar 31/03/1998,Accoglimento Decreto Ingiuntivo 240/1995.  Bonificata data  evento al 31/03/1998,
1995,315,Lun 22/05/1995,,
1995,315,Gio 27/07/1995,,
1995,315,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 267/1995.  Bonificata data  evento al 29/04/1996,
1995,315,Gio 16/05/1996,Bonifica: Storico per Sentenze-Import  (INDE),
1995,315,Ven 31/05/1996,Storico per  Sentenze-Import,Sentenza (migrata)
1995,315,Ven 31/05/1996,Bonifica: Storico per Sentenze-Import (DEPM),
1995,316,Lun 22/05/1995,,
1995,316,Gio 27/07/1995,,
1995,316,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 268/1995. Bonificata data evento  al 29/04/1996,
1995,317,Lun 22/05/1995,,
1995,317,Ven 28/07/1995,,
1995,317,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  269/1995.  Bonificata data evento al 29/04/1996,
1995,318,Lun 22/05/1995,,
1995,318,Ven 28/07/1995,,
1995,318,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 270/1995. Bonificata data evento al 29/04/1996,
1995,319,Lun 22/05/1995,,
1995,319,Ven 28/07/1995,,
1995,319,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 271/1995. Bonificata data evento al 29/04/1996,
1995,320,Lun 22/05/1995,,
1995,320,Ven 28/07/1995,,
1995,320,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo 272/1995. Bonificata data evento al 29/04/1996,
1995,321,Lun 22/05/1995,,
1995,321,Ven 28/07/1995,,
1995,321,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo  273/1995. Bonificata data evento al 29/04/1996,
1995,322,Lun 22/05/1995,,
1995,322,Ven 28/07/1995,,
1995,322,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 274/1995. Bonificata data  evento  al 29/04/1996,
1995,323,Lun 22/05/1995,,
1995,323,Ven 28/07/1995,,
1995,323,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo  275/1995. Bonificata data evento al 29/04/1996,
1995,324,Lun 22/05/1995,,
1995,324,Ven 28/07/1995,,
1995,324,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  276/1995.  Bonificata data evento al 29/04/1996,
1995,325,Lun 22/05/1995,,
1995,325,Ven 28/07/1995,,
1995,325,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo  277/1995. Bonificata data  evento al 29/04/1996,
1995,326,Lun 22/05/1995,,
1995,326,Ven 28/07/1995,,
1995,326,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 278/1995. Bonificata data evento al 29/04/1996,
1995,327,Lun 22/05/1995,,
1995,327,Ven 28/07/1995,,
1995,327,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 294/1995.  Bonificata data  evento al 29/04/1996,
1995,328,Lun 22/05/1995,,
1995,328,Ven 28/07/1995,,
1995,328,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  295/1995. Bonificata data evento al 29/04/1996,
1995,329,Lun 22/05/1995,,
1995,329,Sab 29/07/1995,,
1995,329,Sab 27/04/1996,Bonifica: Storico per Sentenze-Import  (INDE),
1995,329,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 296/1995. Bonificata  data evento al 29/04/1996,
1995,329,Mar 21/05/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,329,Mar 21/05/1996,Bonifica: Storico per Sentenze-Import  (DEPM),
1995,330,Lun 22/05/1995,,
1995,330,Sab 29/07/1995,,
1995,330,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 297/1995. Bonificata data evento  al 29/04/1996,
1995,331,Lun 22/05/1995,,
1995,331,Sab 29/07/1995,,
1995,331,Lun 29/04/1996,Accoglimento Decreto  Ingiuntivo  298/1995. Bonificata  data evento al 29/04/1996,
1995,332,Lun 22/05/1995,,
1995,332,Sab 29/07/1995,,
1995,332,Lun 29/04/1996,Accoglimento  Decreto  Ingiuntivo  299/1995. Bonificata  data evento al 29/04/1996,
1995,332,Gio 16/01/1997,Bonifica:  Storico per Sentenze-Import (INDE),
1995,332,Mar 28/01/1997,Storico  per Sentenze-Import,Sentenza (migrata)
1995,332,Mar 28/01/1997,Bonifica:  Storico  per Sentenze-Import (DEPM),
1995,333,Lun 22/05/1995,,
1995,333,Sab 29/07/1995,,
1995,333,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 300/1995. Bonificata  data evento al 29/04/1996,
1995,334,Lun 22/05/1995,,
1995,334,Lun 31/07/1995,,
1995,334,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  301/1995. Bonificata data evento al  29/04/1996,
1995,335,Lun 22/05/1995,,
1995,335,Lun 31/07/1995,,
1995,335,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  302/1995. Bonificata data evento al  29/04/1996,
1995,336,Lun 22/05/1995,,
1995,336,Lun 31/07/1995,,
1995,336,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 303/1995. Bonificata data evento al  29/04/1996,
1995,337,Lun 22/05/1995,,
1995,337,Lun 31/07/1995,,
1995,337,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 304/1995. Bonificata data  evento al 29/04/1996,
1995,338,Lun 22/05/1995,,
1995,338,Lun 31/07/1995,,
1995,338,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo  305/1995. Bonificata data  evento al 29/04/1996,
1995,339,Lun 22/05/1995,,
1995,339,Lun 31/07/1995,,
1995,339,Lun 29/04/1996,Accoglimento  Decreto Ingiuntivo 306/1995.  Bonificata data evento al 29/04/1996,
1995,340,Lun 22/05/1995,,
1995,340,Lun 31/07/1995,,
1995,341,Lun 22/05/1995,,
1995,341,Lun 31/07/1995,,
1995,341,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 308/1995. Bonificata data  evento  al  29/04/1996,
1995,342,Lun 22/05/1995,,
1995,342,Lun 31/07/1995,,
1995,342,Lun 29/04/1996,Accoglimento Decreto Ingiuntivo 309/1995. Bonificata  data evento  al  29/04/1996,
1995,343,Lun 22/05/1995,,
