Year,Number,Data evento,Evento,Sub. procedimento
1995,1,Dom 01/01/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,1,Mer 03/05/1995,,
1995,1,Gio 04/05/1995,,
1995,1,Ven 05/05/1995,Accoglimento Decreto Ingiuntivo 1/1995. Bonificata  data  evento al  05/05/1995,
1995,1,Mar 27/06/1995,Bonifica: Storico per  Sentenze-Import (INDE),
1995,1,Mar 27/06/1995,Bonifica: Storico per Sentenze-Import (DEPM),
1995,1,Ven 15/09/2000,Da Ricorso rigettato,
1995,1,Ven 15/09/2000,A Decreto ingiuntivo,
1995,2,Mer 03/05/1995,,
1995,2,Gio 04/05/1995,,
1995,2,Ven 05/05/1995,Accoglimento Decreto Ingiuntivo 2/1995.  Bonificata  data  evento  al 05/05/1995,
1995,3,Mer 03/05/1995,,
1995,3,Gio 04/05/1995,,
1995,3,Ven 05/05/1995,Accoglimento Decreto Ingiuntivo  3/1995. Bonificata data evento al  05/05/1995,
1995,4,Gio 04/05/1995,,
1995,4,Mar 09/05/1995,,
1995,4,Sab 27/04/1996,Accoglimento Decreto  Ingiuntivo 226/1995. Bonificata data evento al 27/04/1996,
1995,5,Ven 05/05/1995,,
1995,5,Mer 10/05/1995,,
1995,5,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 128/1995.  Bonificata  data evento  al 27/04/1996,
1995,6,Ven 05/05/1995,,
1995,6,Lun 08/05/1995,Accoglimento Decreto Ingiuntivo 4/1995.  Bonificata data evento al  08/05/1995,
1995,6,Mer 10/05/1995,,
1995,7,Lun 08/05/1995,,
1995,7,Mer 10/05/1995,,
1995,7,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 129/1995. Bonificata data evento al 27/04/1996,
1995,8,Lun 08/05/1995,,
1995,8,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 5/1995. Bonificata  data evento  al 09/05/1995,
1995,8,Gio 11/05/1995,,
1995,9,Lun 08/05/1995,,
1995,9,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 6/1995. Bonificata data evento al 09/05/1995,
1995,9,Gio 11/05/1995,,
1995,10,Lun 08/05/1995,,
1995,10,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 7/1995. Bonificata data  evento al 09/05/1995,
1995,10,Gio 11/05/1995,,
1995,11,Lun 08/05/1995,,
1995,11,Mar 09/05/1995,Accoglimento Decreto  Ingiuntivo 8/1995. Bonificata data evento  al  09/05/1995,
1995,11,Gio 11/05/1995,,
1995,11,Lun 06/03/2006,Mega  Giuseppe-Comune Di  Torino,
1995,12,Lun 08/05/1995,,
1995,12,Mar 09/05/1995,Accoglimento  Decreto  Ingiuntivo 9/1995. Bonificata  data  evento al 09/05/1995,
1995,12,Ven 12/05/1995,,
1995,13,Lun 08/05/1995,,
1995,13,Mar 09/05/1995,Accoglimento  Decreto  Ingiuntivo  10/1995. Bonificata data evento al 09/05/1995,
1995,13,Ven 12/05/1995,,
1995,14,Lun 08/05/1995,,
1995,14,Mar 09/05/1995,Accoglimento Decreto  Ingiuntivo 11/1995. Bonificata data evento al 09/05/1995,
1995,14,Mer 17/05/1995,,
1995,15,Lun 08/05/1995,,
1995,15,Mar 09/05/1995,Accoglimento Decreto  Ingiuntivo 12/1995.  Bonificata  data evento al 09/05/1995,
1995,15,Gio 18/05/1995,,
1995,16,Lun 08/05/1995,,
1995,16,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 13/1995. Bonificata  data evento al  09/05/1995,
1995,16,Gio 18/05/1995,,
1995,17,Lun 08/05/1995,,
1995,17,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo  14/1995. Bonificata data evento al  09/05/1995,
1995,17,Gio 18/05/1995,,
1995,18,Lun 08/05/1995,,
1995,18,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 15/1995. Bonificata data evento  al 09/05/1995,
1995,18,Ven 19/05/1995,,
1995,19,Lun 08/05/1995,,
1995,19,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 16/1995. Bonificata  data  evento  al 09/05/1995,
1995,19,Ven 19/05/1995,,
1995,20,Lun 08/05/1995,,
1995,20,Mar 09/05/1995,Accoglimento  Decreto  Ingiuntivo 17/1995. Bonificata data evento al  09/05/1995,
1995,20,Ven 19/05/1995,,
1995,21,Lun 08/05/1995,,
1995,21,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo  18/1995. Bonificata data evento  al  09/05/1995,
1995,21,Sab 20/05/1995,,
1995,22,Lun 08/05/1995,,
1995,22,Mar 09/05/1995,Accoglimento  Decreto Ingiuntivo 19/1995. Bonificata data evento al 09/05/1995,
1995,22,Sab 20/05/1995,,
1995,23,Lun 08/05/1995,,
1995,23,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 20/1995. Bonificata data  evento  al 09/05/1995,
1995,23,Sab 20/05/1995,,
1995,24,Lun 08/05/1995,,
1995,24,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 21/1995. Bonificata data evento al  09/05/1995,
1995,24,Sab 20/05/1995,,
1995,25,Lun 08/05/1995,,
1995,25,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 22/1995.  Bonificata data  evento al 09/05/1995,
1995,25,Lun 22/05/1995,,
1995,26,Lun 08/05/1995,,
1995,26,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo  23/1995. Bonificata  data evento al  09/05/1995,
1995,26,Lun 22/05/1995,,
1995,27,Lun 08/05/1995,,
1995,27,Mar 09/05/1995,Accoglimento  Decreto Ingiuntivo  24/1995. Bonificata data evento al 09/05/1995,
1995,27,Lun 22/05/1995,,
1995,28,Lun 08/05/1995,,
1995,28,Mar 09/05/1995,Accoglimento Decreto  Ingiuntivo 25/1995. Bonificata data evento al  09/05/1995,
1995,28,Mar 23/05/1995,,
1995,28,Ven 21/07/1995,Bonifica: Storico per Sentenze-Import  (INDE),
1995,28,Lun 24/07/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,28,Lun 24/07/1995,Bonifica: Storico  per Sentenze-Import (DEPM),
1995,29,Lun 08/05/1995,,
1995,29,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 26/1995.  Bonificata data evento al 09/05/1995,
1995,29,Mar 23/05/1995,,
1995,30,Lun 08/05/1995,,
1995,30,Mar 09/05/1995,Accoglimento Decreto  Ingiuntivo 27/1995. Bonificata data evento al 09/05/1995,
1995,30,Mar 23/05/1995,,
1995,31,Lun 08/05/1995,,
1995,31,Mar 09/05/1995,Accoglimento Decreto Ingiuntivo 28/1995. Bonificata data  evento  al 09/05/1995,
1995,31,Mer 24/05/1995,,
1995,32,Lun 08/05/1995,,
1995,32,Mar 09/05/1995,Accoglimento  Decreto Ingiuntivo 29/1995.  Bonificata data  evento al  09/05/1995,
1995,32,Mer 24/05/1995,,
1995,32,Mar 04/07/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA DELLE  ENTRATE  REP. NUM. 65/2095,
1995,32,Mer 05/07/1995,ATTO REP. NUM. 65/2095  RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,33,Lun 08/05/1995,,
1995,33,Gio 25/05/1995,,
1995,33,Gio 14/03/1996,Accoglimento  Decreto Ingiuntivo 432/1995. Bonificata data evento  al  14/03/1996,
1995,34,Lun 08/05/1995,,
1995,34,Gio 25/05/1995,,
1995,34,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo 433/1995. Bonificata data evento  al 28/11/1995,
1995,35,Lun 08/05/1995,,
1995,35,Gio 25/05/1995,,
1995,35,Mar 28/11/1995,Accoglimento  Decreto  Ingiuntivo 434/1995. Bonificata data evento al 28/11/1995,
1995,36,Mar 09/05/1995,,
1995,36,Mer 10/05/1995,Accoglimento Decreto  Ingiuntivo 30/1995.  Bonificata  data evento al 10/05/1995,
1995,36,Gio 25/05/1995,,
1995,37,Mar 09/05/1995,,
1995,37,Ven 26/05/1995,,
1995,37,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo 279/1995. Bonificata data evento al 28/11/1995,
1995,38,Mar 09/05/1995,,
1995,38,Mer 10/05/1995,Accoglimento  Decreto Ingiuntivo 31/1995.  Bonificata  data evento al  10/05/1995,
1995,38,Ven 26/05/1995,,
1995,39,Mar 09/05/1995,,
1995,39,Mer 10/05/1995,Accoglimento Decreto Ingiuntivo  32/1995.  Bonificata  data  evento  al 10/05/1995,
1995,39,Ven 26/05/1995,,
1995,40,Mar 09/05/1995,,
1995,40,Ven 26/05/1995,,
1995,40,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo  389/1995. Bonificata  data  evento al 28/11/1995,
1995,41,Mar 09/05/1995,,
1995,41,Mer 10/05/1995,Accoglimento Decreto Ingiuntivo 33/1995. Bonificata  data evento al  10/05/1995,
1995,41,Ven 26/05/1995,,
1995,42,Mar 09/05/1995,,
1995,42,Mer 10/05/1995,Accoglimento Decreto Ingiuntivo 34/1995.  Bonificata data  evento al  10/05/1995,
1995,42,Ven 26/05/1995,,
1995,43,Mar 09/05/1995,,
1995,43,Mer 10/05/1995,Accoglimento Decreto  Ingiuntivo 35/1995. Bonificata data  evento  al 10/05/1995,
1995,43,Ven 26/05/1995,,
1995,44,Mar 09/05/1995,,
1995,44,Lun 15/05/1995,Accoglimento Decreto  Ingiuntivo  43/1995. Bonificata data evento al 15/05/1995,
1995,44,Lun 29/05/1995,,
1995,45,Mar 09/05/1995,,
1995,45,Gio 11/05/1995,Accoglimento Decreto  Ingiuntivo 36/1995. Bonificata data evento al 11/05/1995,
1995,45,Lun 29/05/1995,,
1995,45,Mer 27/12/1995,Bonifica: Storico per Sentenze-Import  (INDE),
1995,45,Mer 10/01/1996,Bonifica:  Storico per Sentenze-Import  (DEPM),
1995,45,Lun 15/01/1996,Storico per  Sentenze-Import,Sentenza (migrata)
1995,46,Mar 09/05/1995,,
1995,46,Gio 11/05/1995,Accoglimento Decreto  Ingiuntivo 37/1995.  Bonificata data evento al 11/05/1995,
1995,46,Mar 30/05/1995,,
1995,47,Mar 09/05/1995,,
1995,47,Gio 11/05/1995,Accoglimento Decreto Ingiuntivo 38/1995. Bonificata data  evento  al 11/05/1995,
1995,47,Mar 30/05/1995,,
1995,47,Sab 08/07/1995,ATTO  Decreto  Ingiuntivo INVIATO ALL'AGENZIA DELLE ENTRATE REP. NUM. 79/2095,
1995,47,Mer 19/07/1995,ATTO REP. NUM. 79/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,48,Mar 09/05/1995,,
1995,48,Gio 11/05/1995,Accoglimento Decreto  Ingiuntivo 39/1995. Bonificata data  evento  al 11/05/1995,
1995,48,Gio 01/06/1995,,
1995,48,Mar 05/09/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA  DELLE  ENTRATE  REP.  NUM. 304/2095,
1995,48,Mer 06/09/1995,ATTO REP. NUM. 304/2095 RITORNATO  DALL'AGENZIA DELLE ENTRATE,
1995,49,Mar 09/05/1995,,
1995,49,Gio 11/05/1995,Accoglimento  Decreto Ingiuntivo 40/1995. Bonificata data evento al 11/05/1995,
1995,49,Gio 01/06/1995,,
1995,49,Mar 18/07/1995,ATTO  Decreto Ingiuntivo INVIATO ALL'AGENZIA DELLE ENTRATE REP. NUM.  119/2095,
1995,49,Lun 07/08/1995,ATTO  REP. NUM. 119/2095 RITORNATO  DALL'AGENZIA  DELLE ENTRATE,
1995,50,Mar 09/05/1995,,
1995,50,Gio 11/05/1995,Accoglimento Decreto Ingiuntivo 41/1995. Bonificata data evento al 11/05/1995,
1995,50,Gio 01/06/1995,,
1995,51,Mar 09/05/1995,,
1995,51,Gio 11/05/1995,Accoglimento Decreto Ingiuntivo 42/1995. Bonificata data evento al 11/05/1995,
1995,51,Lun 15/05/1995,ATTO Decreto Ingiuntivo INVIATO  ALL'AGENZIA DELLE ENTRATE REP. NUM. 2/2095,
1995,51,Ven 26/05/1995,ATTO REP. NUM. 2/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,51,Gio 01/06/1995,,
1995,52,Mer 10/05/1995,,
1995,52,Gio 01/06/1995,,
1995,52,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo  204/1995. Bonificata  data evento al  28/11/1995,
1995,53,Mer 10/05/1995,,
1995,53,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo  44/1995. Bonificata data evento  al 15/05/1995,
1995,53,Ven 02/06/1995,,
1995,54,Gio 11/05/1995,,
1995,54,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo  45/1995. Bonificata data evento al 15/05/1995,
1995,54,Ven 02/06/1995,,
1995,55,Gio 11/05/1995,,
1995,55,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo 46/1995.  Bonificata data  evento  al 15/05/1995,
1995,55,Ven 02/06/1995,,
1995,56,Gio 11/05/1995,,
1995,56,Lun 15/05/1995,Accoglimento  Decreto Ingiuntivo 47/1995. Bonificata data evento al 15/05/1995,
1995,56,Ven 02/06/1995,,
1995,57,Gio 11/05/1995,,
1995,57,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo  48/1995. Bonificata  data evento  al  15/05/1995,
1995,57,Ven 02/06/1995,,
1995,58,Gio 11/05/1995,,
1995,58,Ven 02/06/1995,,
1995,58,Mar 18/07/1995,ATTO Decreto  Ingiuntivo INVIATO  ALL'AGENZIA DELLE ENTRATE REP. NUM. 120/2095,
1995,58,Mer 27/09/1995,ATTO REP. NUM.  120/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,58,Mar 28/11/1995,Accoglimento Decreto  Ingiuntivo  130/1995. Bonificata data evento  al 28/11/1995,
1995,59,Gio 11/05/1995,,
1995,59,Lun 05/06/1995,,
1995,59,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 545/1995. Bonificata  data evento  al  27/04/1996,
1995,60,Gio 11/05/1995,,
1995,60,Lun 05/06/1995,,
1995,60,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo 131/1995. Bonificata data evento al 28/11/1995,
1995,61,Gio 11/05/1995,,
1995,61,Lun 05/06/1995,,
1995,61,Sab 27/04/1996,Accoglimento Decreto Ingiuntivo 374/1995. Bonificata  data  evento al 27/04/1996,
1995,62,Ven 12/05/1995,,
1995,62,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo  49/1995. Bonificata  data evento al  15/05/1995,
1995,62,Mar 06/06/1995,,
1995,63,Ven 12/05/1995,,
1995,63,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo 50/1995.  Bonificata data evento al 15/05/1995,
1995,63,Mar 06/06/1995,,
1995,64,Ven 12/05/1995,,
1995,64,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo 51/1995. Bonificata data evento al 15/05/1995,
1995,64,Mer 07/06/1995,,
1995,65,Ven 12/05/1995,,
1995,65,Lun 15/05/1995,Accoglimento Decreto  Ingiuntivo 52/1995. Bonificata data evento  al  15/05/1995,
1995,65,Mer 07/06/1995,,
1995,66,Ven 12/05/1995,,
1995,66,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo 53/1995.  Bonificata data evento al  15/05/1995,
1995,66,Gio 08/06/1995,,
1995,67,Ven 12/05/1995,,
1995,67,Lun 15/05/1995,Accoglimento  Decreto Ingiuntivo 54/1995.  Bonificata data evento  al 15/05/1995,
1995,67,Gio 08/06/1995,,
1995,68,Ven 12/05/1995,,
1995,68,Lun 15/05/1995,Accoglimento Decreto Ingiuntivo 55/1995. Bonificata data evento al 15/05/1995,
1995,68,Gio 08/06/1995,,
1995,69,Ven 12/05/1995,,
1995,69,Gio 08/06/1995,,
1995,69,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo  169/1995. Bonificata data evento  al  28/11/1995,
1995,70,Ven 12/05/1995,,
1995,70,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  56/1995. Bonificata  data evento al  16/05/1995,
1995,70,Gio 08/06/1995,,
1995,71,Ven 12/05/1995,,
1995,71,Ven 09/06/1995,,
1995,71,Mar 28/11/1995,Accoglimento Decreto Ingiuntivo  388/1995. Bonificata  data evento al 28/11/1995,
1995,72,Ven 12/05/1995,,
1995,72,Mar 16/05/1995,Accoglimento  Decreto  Ingiuntivo 57/1995. Bonificata data  evento al 16/05/1995,
1995,72,Ven 09/06/1995,,
1995,73,Ven 12/05/1995,,
1995,73,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  58/1995. Bonificata  data evento al 16/05/1995,
1995,73,Ven 09/06/1995,,
1995,74,Ven 12/05/1995,,
1995,74,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 59/1995. Bonificata data evento al  16/05/1995,
1995,74,Ven 09/06/1995,,
1995,75,Ven 12/05/1995,,
1995,75,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 60/1995. Bonificata data evento  al 16/05/1995,
1995,75,Sab 10/06/1995,,
1995,75,Dom 23/07/1995,ATTO Decreto Ingiuntivo  INVIATO ALL'AGENZIA DELLE ENTRATE REP.  NUM. 383/2095,
1995,75,Lun 09/10/1995,ATTO REP.  NUM. 383/2095  RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,76,Ven 12/05/1995,,
1995,76,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 61/1995. Bonificata data evento al  16/05/1995,
1995,76,Lun 12/06/1995,,
1995,77,Ven 12/05/1995,,
1995,77,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 62/1995. Bonificata  data evento al 16/05/1995,
1995,77,Lun 12/06/1995,,
1995,78,Ven 12/05/1995,,
1995,78,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 63/1995. Bonificata data  evento al 16/05/1995,
1995,78,Lun 12/06/1995,,
1995,78,Sab 15/07/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA  DELLE ENTRATE REP. NUM.  100/2095,
1995,78,Ven 08/09/1995,ATTO REP. NUM. 100/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,79,Ven 12/05/1995,,
1995,79,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  64/1995. Bonificata data evento al  16/05/1995,
1995,79,Lun 12/06/1995,,
1995,79,Sab 15/07/1995,ATTO  Decreto Ingiuntivo INVIATO ALL'AGENZIA DELLE ENTRATE REP.  NUM.  101/2095,
1995,79,Ven 08/09/1995,ATTO  REP. NUM. 101/2095 RITORNATO  DALL'AGENZIA DELLE ENTRATE,
1995,80,Ven 12/05/1995,,
1995,80,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  65/1995. Bonificata data  evento al  16/05/1995,
1995,80,Mar 13/06/1995,,
1995,81,Ven 12/05/1995,,
1995,81,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 66/1995. Bonificata data evento al 16/05/1995,
1995,81,Mar 13/06/1995,,
1995,82,Ven 12/05/1995,,
1995,82,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 67/1995.  Bonificata data evento al 16/05/1995,
1995,82,Mar 13/06/1995,,
1995,83,Ven 12/05/1995,,
1995,83,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 68/1995.  Bonificata data evento  al  16/05/1995,
1995,83,Mar 13/06/1995,,
1995,83,Mer 20/09/1995,Bonifica:  Storico  per Sentenze-Import  (INDE),
1995,83,Sab 30/09/1995,Bonifica: Storico per Sentenze-Import (DEPM),
1995,83,Lun 02/10/1995,Storico  per Sentenze-Import,Sentenza (migrata)
1995,84,Ven 12/05/1995,,
1995,84,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 69/1995.  Bonificata data evento al 16/05/1995,
1995,84,Mar 13/06/1995,,
1995,85,Ven 12/05/1995,,
1995,85,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 70/1995. Bonificata  data evento al 16/05/1995,
1995,85,Mar 13/06/1995,,
1995,86,Ven 12/05/1995,,
1995,86,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  71/1995. Bonificata data evento al 16/05/1995,
1995,86,Mar 13/06/1995,,
1995,87,Ven 12/05/1995,,
1995,87,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 72/1995. Bonificata  data evento  al  16/05/1995,
1995,87,Gio 15/06/1995,,
1995,87,Gio 23/11/1995,Bonifica: Storico per Sentenze-Import (INDE),
1995,87,Gio 07/12/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,87,Gio 07/12/1995,Bonifica: Storico per Sentenze-Import (DEPM),
1995,88,Ven 12/05/1995,,
1995,88,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  73/1995. Bonificata data evento al  16/05/1995,
1995,88,Gio 15/06/1995,,
1995,89,Ven 12/05/1995,,
1995,89,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  74/1995. Bonificata data evento  al 16/05/1995,
1995,89,Gio 15/06/1995,,
1995,89,Lun 26/02/1996,Bonifica:  Storico  per  Sentenze-Import (INDE),
1995,89,Mar 05/03/1996,Storico  per Sentenze-Import,Sentenza (migrata)
1995,89,Mar 05/03/1996,Bonifica: Storico per  Sentenze-Import  (DEPM),
1995,90,Ven 12/05/1995,,
1995,90,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 75/1995. Bonificata  data evento al 16/05/1995,
1995,90,Gio 15/06/1995,,
1995,90,Mar 17/10/1995,Bonifica: Storico per  Sentenze-Import (INDE),
1995,90,Mar 31/10/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,90,Mar 31/10/1995,Bonifica: Storico  per  Sentenze-Import (DEPM),
1995,91,Ven 12/05/1995,,
1995,91,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 76/1995. Bonificata data evento al 16/05/1995,
1995,91,Gio 15/06/1995,,
1995,92,Ven 12/05/1995,,
1995,92,Mar 16/05/1995,Accoglimento Decreto  Ingiuntivo 77/1995. Bonificata  data evento al 16/05/1995,
1995,92,Gio 15/06/1995,,
1995,92,Sab 29/07/1995,ATTO Decreto  Ingiuntivo  INVIATO ALL'AGENZIA DELLE ENTRATE REP. NUM.  171/2095,
1995,92,Mar 24/10/1995,ATTO  REP. NUM. 171/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,93,Ven 12/05/1995,,
1995,93,Mar 16/05/1995,Accoglimento  Decreto  Ingiuntivo 78/1995. Bonificata  data  evento al 16/05/1995,
1995,93,Ven 16/06/1995,,
1995,94,Ven 12/05/1995,,
1995,94,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 79/1995. Bonificata data evento al 16/05/1995,
1995,94,Ven 16/06/1995,,
1995,95,Ven 12/05/1995,,
1995,95,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 80/1995. Bonificata  data evento  al  16/05/1995,
1995,95,Ven 16/06/1995,,
1995,96,Ven 12/05/1995,,
1995,96,Mar 16/05/1995,Accoglimento Decreto  Ingiuntivo 81/1995.  Bonificata data  evento al 16/05/1995,
1995,96,Ven 16/06/1995,,
1995,97,Ven 12/05/1995,,
1995,97,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo  82/1995.  Bonificata data evento al 16/05/1995,
1995,97,Sab 17/06/1995,,
1995,98,Ven 12/05/1995,,
1995,98,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 83/1995. Bonificata data evento al 16/05/1995,
1995,98,Sab 17/06/1995,,
1995,98,Mer 19/07/1995,Bonifica: Storico per Sentenze-Import (INDE),
1995,98,Mer 27/09/1995,Storico per Sentenze-Import,Sentenza (migrata)
1995,98,Mer 27/09/1995,Bonifica: Storico  per Sentenze-Import  (DEPM),
1995,99,Ven 12/05/1995,,
1995,99,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 84/1995. Bonificata data evento al 16/05/1995,
1995,99,Sab 17/06/1995,,
1995,100,Ven 12/05/1995,,
1995,100,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 85/1995. Bonificata  data  evento al 16/05/1995,
1995,100,Sab 17/06/1995,,
1995,101,Ven 12/05/1995,,
1995,101,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 86/1995. Bonificata  data evento al 16/05/1995,
1995,101,Sab 17/06/1995,,
1995,102,Ven 12/05/1995,,
1995,102,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 87/1995.  Bonificata data  evento al  16/05/1995,
1995,102,Lun 19/06/1995,,
1995,103,Ven 12/05/1995,,
1995,103,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 88/1995. Bonificata  data  evento al 16/05/1995,
1995,103,Mar 20/06/1995,,
1995,104,Ven 12/05/1995,,
1995,104,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 89/1995.  Bonificata data evento al 16/05/1995,
1995,104,Mar 20/06/1995,,
1995,105,Ven 12/05/1995,,
1995,105,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 90/1995.  Bonificata data evento  al 16/05/1995,
1995,105,Mar 20/06/1995,,
1995,106,Ven 12/05/1995,,
1995,106,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 91/1995. Bonificata data  evento al  16/05/1995,
1995,106,Mar 20/06/1995,,
1995,107,Ven 12/05/1995,,
1995,107,Mar 16/05/1995,Accoglimento Decreto  Ingiuntivo 92/1995. Bonificata data evento al 16/05/1995,
1995,107,Mar 20/06/1995,,
1995,108,Ven 12/05/1995,,
1995,108,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 93/1995. Bonificata data evento al 16/05/1995,
1995,108,Mer 21/06/1995,,
1995,109,Ven 12/05/1995,,
1995,109,Mer 21/06/1995,,
1995,109,Sab 27/04/1996,Accoglimento  Decreto  Ingiuntivo 227/1995. Bonificata data  evento  al 27/04/1996,
1995,110,Ven 12/05/1995,,
1995,110,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo 94/1995. Bonificata data  evento al 16/05/1995,
1995,110,Gio 22/06/1995,,
1995,110,Lun 01/04/1996,Bonifica:  Storico per Sentenze-Import (INDE),
1995,110,Gio 02/05/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,110,Gio 02/05/1996,Bonifica: Storico per  Sentenze-Import  (DEPM),
1995,111,Ven 12/05/1995,,
1995,111,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo  95/1995.  Bonificata data evento al 16/05/1995,
1995,111,Gio 22/06/1995,,
1995,111,Sab 08/07/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA DELLE ENTRATE REP. NUM. 81/2095,
1995,111,Ven 14/07/1995,ATTO REP. NUM. 81/2095  RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,111,Lun 08/01/1996,Bonifica: Storico per  Sentenze-Import (INDE),
1995,111,Lun 29/01/1996,Bonifica: Storico per  Sentenze-Import  (DEPM),
1995,111,Mar 30/01/1996,Storico per Sentenze-Import,Sentenza (migrata)
1995,112,Ven 12/05/1995,,
1995,112,Mar 16/05/1995,Accoglimento Decreto Ingiuntivo  96/1995. Bonificata data evento al 16/05/1995,
1995,112,Gio 22/06/1995,,
1995,113,Ven 12/05/1995,,
1995,113,Mar 16/05/1995,Accoglimento  Decreto Ingiuntivo 97/1995.  Bonificata data evento al 16/05/1995,
1995,113,Gio 22/06/1995,,
1995,113,Sab 15/07/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA  DELLE ENTRATE REP. NUM. 109/2095,
1995,113,Mar 25/07/1995,ATTO REP. NUM. 109/2095 RITORNATO DALL'AGENZIA DELLE ENTRATE,
1995,114,Ven 12/05/1995,,
1995,114,Mar 16/05/1995,Accoglimento Decreto  Ingiuntivo  98/1995.  Bonificata  data evento al  16/05/1995,
1995,114,Gio 22/06/1995,,
1995,114,Sab 08/07/1995,ATTO Decreto Ingiuntivo INVIATO ALL'AGENZIA DELLE ENTRATE  REP. NUM. 82/2095,
1995,114,Ven 14/07/1995,ATTO REP. NUM. 82/2095  RITORNATO  DALL'AGENZIA DELLE ENTRATE,
